Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Wunder;TOP;TH;FNC;Oscarinin;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:26:46;Ashe;Neeko;RekSai;Orianna;RekSai;Udyr;Win;14;11;1;1;16;1;2;6;3.5;259;3;0;9.7;13304;497;24.1;21;13;1;4;4;0.78;0.49;0.15;0.04;8.5;16456;8527;6913;1016;615;28.5;0.26;50;0;0;0;0;0;398;2;-781;0;0;13539;13539;26431;0;37975;0;32;169;41588;47;5;20;0;0
Jankos;JUNGLE;TH;FNC;Razork;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:26:46;Rell;Twisted_Fate;Zeri;Jinx;Jarvan_IV;Sejuani;Win;14;11;1;1;14;2;1;9;11;148;132;0;5.5;9819;367;17.8;51;11;10;9;9;1.91;0.41;0.34;0.37;20.6;6627;5725;444;458;248;11.5;0.41;78.6;0;0;0;0;0;580;-4;145;0;0;3717;3717;13788;0;25407;0;20;473;21178;21;10;27;0;0
Zwyroo;MID;TH;FNC;Humanoid;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:26:46;Kalista;Azir;Jarvan_IV;Nautilus;Ahri;Orianna;Win;14;11;1;1;16;9;1;3;12;237;5;0;8.9;13340;498;24.2;36;11;5;4;4;1.34;0.41;0.15;0.19;14.5;23073;2056;15680;5337;862;40;0.45;85.7;1;1;0;0;0;755;-13;-353;0;0;3744;3744;5340;0;7597;0;20;78;13288;32;6;24;400;300
Flakked;ADCARRY;TH;FNC;Noah;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:26:46;Poppy;Braum;Ahri;Udyr;Zeri;Jinx;Win;14;11;1;1;14;2;1;5;7;264;4;0;9.9;11918;445;21.6;43;15;10;6;6;1.61;0.56;0.22;0.37;17.3;8703;4890;2951;862;325;15.1;0.26;50;0;0;0;0;0;340;-5;594;0;0;8766;8766;1579;0;6963;0;3;65;8761;10;7;22;100;0
Trymbi;SUPPORT;TH;FNC;Jun;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:26:46;Vi;Rakan;Renata_Glasc;Sejuani;Renata_Glasc;Nautilus;Win;14;11;1;1;11;0;1;7;7;29;0;0;1.1;6809;254;12.3;97;54;9;5;5;3.62;2.02;0.19;0.34;39.1;2867;470;2330;67;107;5;0.26;50;0;0;0;0;0;184;-2;218;0;0;1022;1022;2108;1304;5542;1695;18;132;4966;12;7;18;0;0
Wunder;TOP;TH;FNC;Oscarinin;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:32:27;Ahri;RekSai;Azir;Zeri;Aatrox;KSante;Loss;13;4;1;0;16;4;5;4;1.6;253;20;0;7.8;12717;392;22.8;41;15;2;3;3;1.26;0.46;0.09;0.06;13.6;23254;20146;2872;236;717;27.5;0.25;61.5;0;0;0;0;0;915;21;564;0;0;3750;3750;9966;0;24023;0;20;161;32591;189;4;26;550;50
Jankos;JUNGLE;TH;FNC;Razork;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:32:27;Vi;Nautilus;Maokai;Taliyah;Maokai;Jarvan_IV;Loss;13;4;1;0;13;0;6;11;1.8;128;122;0;3.9;8374;258;15;33;8;6;5;5;1.02;0.25;0.15;0.18;10.9;11131;607;8194;2330;343;13.2;0.34;84.6;0;0;0;0;0;-359;-15;-589;0;0;0;0;13174;0;32802;0;54;559;31425;167;7;19;0;0
Zwyroo;MID;TH;FNC;Humanoid;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:32:27;Rell;Kalista;Jinx;Jarvan_IV;Azir;Taliyah;Loss;13;4;1;0;17;7;2;5;6;301;20;0;9.3;15357;473;27.5;26;13;5;7;5;0.8;0.4;0.22;0.15;8.6;23336;234;22804;298;719;27.6;0.37;92.3;0;2;0;0;0;-710;-17;-40;0;0;4658;4658;4490;942;9653;0;9;188;14390;10;9;25;400;350
Flakked;ADCARRY;TH;FNC;Noah;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:32:27;Twisted_Fate;Thresh;Aatrox;KSante;Jinx;Zeri;Loss;13;4;1;0;15;2;4;8;2.5;292;19;0;9;12180;375;21.8;48;17;15;6;5;1.48;0.52;0.18;0.46;15.9;21841;20921;373;547;673;25.9;0.31;76.9;0;0;0;0;0;-1168;-12;-355;0;0;274;274;3071;0;8259;0;13;148;14140;91;7;24;50;50
Trymbi;SUPPORT;TH;FNC;Jun;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:32:27;Rumble;Renata_Glasc;Rakan;Alistar;Rakan;Alistar;Loss;13;4;1;0;12;0;5;11;2.2;27;0;0;0.8;7250;223;13;154;76;18;11;10;4.75;2.34;0.34;0.55;51;4925;834;3019;1072;152;5.8;0.34;84.6;0;0;0;0;0;-114;-5;-568;-1;0;0;0;4742;2007;20201;2609;18;38;14995;77;13;28;0;0
Oscarinin;TOP;FNC;TH;Wunder;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:32:27;RekSai;Ahri;Zeri;Azir;KSante;Aatrox;Win;22;8;4;2;17;1;1;10;11;235;0;0;7.2;12212;376;18.7;38;12;9;7;7;1.17;0.37;0.22;0.28;15.2;10357;8494;1374;489;319;12.4;0.34;50;0;0;0;0;0;-915;-21;-564;0;0;8550;8550;3437;0;41833;412;25;1484;25050;49;8;24;0;0
Razork;JUNGLE;FNC;TH;Jankos;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:32:27;Nautilus;Vi;Taliyah;Maokai;Jarvan_IV;Maokai;Win;22;8;4;2;15;2;4;13;3.8;173;148;0;5.3;11526;355;17.6;48;14;13;9;9;1.48;0.43;0.28;0.4;19.2;7438;6432;703;303;229;8.9;0.46;68.2;0;0;0;0;0;359;15;589;0;0;691;691;16591;0;37454;0;13;443;32779;120;11;32;350;0
Humanoid;MID;FNC;TH;Zwyroo;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:32:27;Kalista;Rell;Jarvan_IV;Jinx;Taliyah;Azir;Win;22;8;4;2;18;3;2;15;9;291;36;0;9;14178;437;21.7;35;10;9;1;1;1.08;0.31;0.03;0.28;14;24284;941;23343;0;748;29.1;0.55;81.8;0;0;0;0;0;710;17;40;0;0;5310;5310;2015;502;9808;0;29;665;14615;90;4;22;0;450
Noah;ADCARRY;FNC;TH;Flakked;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:32:27;Thresh;Twisted_Fate;KSante;Aatrox;Zeri;Jinx;Win;22;8;4;2;18;14;1;5;19;357;35;0;11;18675;576;28.6;35;10;19;1;1;1.08;0.31;0.03;0.59;14;36383;25238;10500;645;1121;43.6;0.59;86.4;1;0;0;2;0;1168;12;355;0;0;6818;6818;5552;0;15998;0;5;146;15470;39;4;20;50;550
Jun;SUPPORT;FNC;TH;Trymbi;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:32:27;Renata_Glasc;Rumble;Alistar;Rakan;Alistar;Rakan;Win;22;8;4;2;13;2;5;12;2.8;26;0;0;0.8;8729;269;13.4;94;53;11;18;14;2.9;1.63;0.55;0.34;37.6;4890;334;3553;1003;151;5.9;0.43;63.6;0;0;0;0;0;114;5;568;1;0;174;174;7179;3769;37660;331;33;58;24114;113;21;36;50;0
Oscarinin;TOP;FNC;TH;Wunder;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:30:06;RekSai;Ashe;Rell;Varus;Zac;KSante;Win;16;8;3;1;16;3;2;8;5.5;240;4;0;8;11938;397;20.6;35;10;11;5;5;1.16;0.33;0.17;0.37;13.4;16091;1688;13864;539;535;18.7;0.37;68.8;0;0;0;0;0;375;11;421;0;0;6373;6373;35790;0;44364;0;30;255;38088;97;6;22;100;200
Razork;JUNGLE;FNC;TH;Jankos;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:30:06;Nautilus;Vi;Jinx;Azir;Xin_Zhao;Sejuani;Win;16;8;3;1;15;5;2;7;6;197;178;0;6.5;11474;381;19.8;44;10;12;7;7;1.46;0.33;0.23;0.4;16.8;11199;8968;1107;1124;372;13;0.4;75;0;1;0;0;0;1467;22;1054;1;0;2949;2949;26052;0;23922;0;14;496;38035;76;8;22;0;300
Humanoid;MID;FNC;TH;Zwyroo;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:30:06;Kalista;Zeri;Aurelion_Sol;Sejuani;Aurelion_Sol;Azir;Win;16;8;3;1;15;4;2;10;7;224;13;0;7.4;11852;394;20.5;25;10;4;1;1;0.83;0.33;0.03;0.13;9.5;29011;0;27673;1338;964;33.8;0.47;87.5;0;0;0;0;0;586;19;134;0;0;2853;2853;5349;808;10149;0;32;400;17755;74;3;18;0;150
Noah;ADCARRY;FNC;TH;Flakked;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:30:06;Renata_Glasc;Twisted_Fate;Xin_Zhao;KSante;Jinx;Varus;Win;16;8;3;1;16;3;0;11;Perfect_KDA;330;28;0;11;14517;482;25.1;55;13;19;5;4;1.83;0.43;0.17;0.63;21;24747;22361;1488;898;822;28.8;0.47;87.5;0;1;0;0;0;868;13;-14;0;0;10521;10521;5457;0;5090;0;11;128;9028;0;6;21;0;0
Jun;SUPPORT;FNC;TH;Trymbi;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:30:06;Rakan;Jarvan_IV;Zac;Alistar;Rell;Alistar;Win;16;8;3;1;12;1;2;14;7.5;35;2;0;1.2;8049;267;13.9;103;51;11;15;13;3.42;1.69;0.5;0.37;39.3;4811;406;3550;855;160;5.6;0.5;93.8;0;0;0;0;0;256;7;551;1;0;463;463;4359;0;25720;8;29;75;16417;60;18;34;0;0
Wunder;TOP;TH;FNC;Oscarinin;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:30:06;Ashe;RekSai;Varus;Rell;KSante;Zac;Loss;8;3;1;0;15;2;3;5;2.3;222;0;0;7.4;10362;344;21.7;38;17;5;5;5;1.26;0.56;0.17;0.17;14.1;15441;11271;3006;1164;513;24.5;0.23;87.5;0;0;0;0;0;-375;-11;-421;0;0;1300;1300;3827;0;36936;222;29;823;31775;55;7;25;300;0
Jankos;JUNGLE;TH;FNC;Razork;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:30:06;Vi;Nautilus;Azir;Jinx;Sejuani;Xin_Zhao;Loss;8;3;1;0;13;0;3;6;2;139;129;0;4.6;7965;265;16.7;44;10;8;7;7;1.46;0.33;0.23;0.27;16.4;7240;3777;3099;364;241;11.5;0.2;75;0;0;0;0;0;-1467;-22;-1054;-1;0;138;138;11764;1094;30146;0;21;401;27221;74;8;22;0;0
Zwyroo;MID;TH;FNC;Humanoid;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:30:06;Zeri;Kalista;Sejuani;Aurelion_Sol;Azir;Aurelion_Sol;Loss;8;3;1;0;16;4;2;2;3;278;8;0;9.2;12103;402;25.4;67;28;13;5;5;2.23;0.93;0.17;0.43;24.9;18163;381;16825;957;603;28.9;0.2;75;0;1;0;0;0;-586;-19;-134;0;0;2638;2638;2303;0;10479;0;5;148;15886;38;7;22;200;100
Flakked;ADCARRY;TH;FNC;Noah;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:30:06;Twisted_Fate;Renata_Glasc;KSante;Xin_Zhao;Varus;Jinx;Loss;8;3;1;0;14;1;3;5;2;243;4;0;8.1;10565;351;22.2;39;19;10;8;8;1.3;0.63;0.27;0.33;14.5;19315;13819;4934;562;642;30.7;0.2;75;0;0;0;0;0;-868;-13;14;0;0;1094;1094;2814;0;9573;0;21;216;12350;130;9;26;0;0
Trymbi;SUPPORT;TH;FNC;Jun;06.04.2024;2;5;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:30:06;Jarvan_IV;Rakan;Alistar;Zac;Alistar;Rell;Loss;8;3;1;0;11;1;5;7;1.6;23;0;0;0.8;6690;222;14;81;41;5;8;8;2.69;1.36;0.27;0.17;30.1;2777;364;1594;819;92;4.4;0.27;100;0;0;0;0;0;-256;-7;-551;-1;0;0;0;7664;3904;21424;0;18;33;19194;122;10;27;150;0
Photon;TOP;VIT;MDK;Myrwn;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:26:27;Vi;Maokai;Rell;Azir;Twisted_Fate;Ahri;Win;18;7;2;0;15;2;2;6;4;222;12;0;8.4;12133;459;24;40;14;8;5;5;1.51;0.53;0.19;0.3;18.4;12436;5782;6404;250;470;18.3;0.3;44.4;0;0;0;0;0;-324;-12;-745;-1;0;7700;7700;3783;0;9568;0;24;218;13441;75;6;21;600;100
Daglas;JUNGLE;VIT;MDK;Elyoya;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:26:27;Zeri;Rumble;Twisted_Fate;Xayah;Rell;Nocturne;Win;18;7;2;0;13;1;4;12;3.3;127;116;0;4.8;8386;317;16.6;35;8;9;7;7;1.32;0.3;0.26;0.34;16.1;5226;810;4226;190;198;7.7;0.49;72.2;0;0;0;0;0;-859;-17;-1337;-1;0;2765;2765;9570;582;31658;0;23;275;23658;82;8;21;0;0
Vetheo;MID;VIT;MDK;Fresskowy;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:26:27;Nautilus;Renata_Glasc;Rakan;Alistar;Sylas;Azir;Win;18;7;2;0;14;8;3;7;5;188;4;0;7.1;11718;443;23.2;41;14;9;7;7;1.55;0.53;0.26;0.34;18.9;19432;655;18337;440;735;28.5;0.57;83.3;0;0;1;0;0;-555;-13;-746;0;0;6547;6547;3598;555;12500;0;61;399;21445;100;10;28;450;300
Carzzy;ADCARRY;VIT;MDK;Supa;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:26:27;Yasuo;Jinx;Ezreal;Nocturne;Ezreal;Xayah;Win;18;7;2;0;14;6;1;8;14;225;0;0;8.5;11777;445;23.3;30;11;8;3;3;1.13;0.42;0.11;0.3;13.8;26026;18497;6821;708;984;38.2;0.53;77.8;1;1;0;0;0;366;3;629;0;0;6454;6454;4461;0;5979;0;3;32;11459;39;4;20;650;200
Hylissang;SUPPORT;VIT;MDK;Alvaro;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:26:27;Ivern;Kalista;Sylas;Ahri;Rakan;Alistar;Win;18;7;2;0;11;1;4;11;3;25;0;0;0.9;6597;249;13;71;34;5;9;7;2.68;1.29;0.34;0.19;32.7;4952;783;3291;878;187;7.3;0.45;66.7;0;0;0;0;0;-123;7;277;0;0;1006;1006;4545;1701;17806;2299;28;62;15088;75;11;26;0;0
Myrwn;TOP;MDK;VIT;Photon;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:26:27;Maokai;Vi;Azir;Rell;Ahri;Twisted_Fate;Loss;14;4;1;1;15;2;4;8;2.5;214;0;0;8.1;10349;391;21.5;24;5;7;1;1;0.91;0.19;0.04;0.26;13.3;17096;1913;10227;4956;646;28.9;0.38;71.4;0;0;0;0;0;324;12;745;1;0;2660;2660;2435;0;8435;0;13;52;13431;122;3;20;150;300
Elyoya;JUNGLE;MDK;VIT;Daglas;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:26:27;Rumble;Zeri;Xayah;Twisted_Fate;Nocturne;Rell;Loss;14;4;1;1;13;2;3;8;3.3;168;152;0;6.4;9440;357;19.6;36;10;10;9;8;1.36;0.38;0.34;0.38;19.9;10297;8224;815;1258;389;17.4;0.38;71.4;0;0;0;0;0;859;17;1337;1;1;0;0;19163;0;20335;0;93;475;33178;54;10;26;150;150
Fresskowy;MID;MDK;VIT;Vetheo;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:26:27;Renata_Glasc;Nautilus;Alistar;Rakan;Azir;Sylas;Loss;14;4;1;1;15;6;3;2;2.7;216;0;0;8.2;11515;435;23.9;28;15;6;8;7;1.06;0.57;0.3;0.23;15.5;13797;447;12918;432;522;23.3;0.3;57.1;0;0;0;0;0;555;13;746;0;0;5633;5633;784;0;10165;0;10;112;15346;49;10;28;200;750
Supa;ADCARRY;MDK;VIT;Carzzy;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:26:27;Jinx;Yasuo;Nocturne;Ezreal;Xayah;Ezreal;Loss;14;4;1;1;13;4;2;3;3.5;224;4;0;8.5;10524;398;21.9;17;10;2;2;2;0.64;0.38;0.08;0.08;9.4;12279;11836;0;443;464;20.7;0.26;50;0;0;0;0;0;-366;-3;-629;0;0;1842;1842;3010;0;5321;0;8;30;11784;42;3;17;100;500
Alvaro;SUPPORT;MDK;VIT;Hylissang;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:26:27;Kalista;Ivern;Ahri;Sylas;Alistar;Rakan;Loss;14;4;1;1;10;0;6;8;1.3;19;0;0;0.7;6316;239;13.1;76;50;5;13;13;2.87;1.89;0.49;0.19;42;5744;785;3852;1107;217;9.7;0.3;57.1;0;0;0;0;0;123;-7;-277;0;0;0;0;5083;2580;22937;855;55;204;21489;132;16;29;0;0
Photon;TOP;VIT;MDK;Myrwn;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:31:49;Vi ;Maokai;Rell;Xayah;Twisted_Fate;Ahri;Win;20;9;3;1;17;5;2;11;8;283;25;0;8.9;15686;493;25.3;55;17;16;6;6;1.73;0.53;0.19;0.5;18.8;18861;9905;8317;639;593;24.2;0.5;80;0;1;0;0;0;1869;28;546;0;0;13982;13982;4819;0;12606;0;24;245;13339;84;7;20;200;450
Daglas;JUNGLE;VIT;MDK;Elyoya;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:31:49;Zeri;Rumble;Twisted_Fate;Rakan;Rell;Jarvan_IV;Win;20;9;3;1;14;1;1;16;17;139;124;0;4.4;9741;306;15.7;44;16;12;14;14;1.38;0.5;0.44;0.38;15;5812;1529;4057;226;183;7.4;0.53;85;0;0;0;0;0;-372;-23;-725;-1;0;2550;2550;9605;437;30701;0;30;251;16580;10;16;34;0;0
Vetheo;MID;VIT;MDK;Fresskowy;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:31:49;Nautilus;Renata_Glasc;Orianna;Ahri;Orianna;Azir;Win;20;9;3;1;16;6;2;11;8.5;286;8;0;9;14309;450;23.1;57;15;20;7;7;1.79;0.47;0.22;0.63;19.5;22997;1161;21668;168;723;29.5;0.53;85;0;1;0;0;0;-555;12;74;0;0;4710;4710;2454;0;9412;975;19;294;14308;67;9;28;50;100
Carzzy;ADCARRY;VIT;MDK;Supa;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:31:49;Yasuo;Jinx;Senna;Jarvan_IV;Senna;Xayah;Win;20;9;3;1;14;6;3;12;6;96;12;0;3;12459;392;20.1;87;42;14;5;5;2.73;1.32;0.16;0.44;29.7;22624;21630;416;578;711;29;0.57;90;0;1;0;0;0;-2506;-108;-1398;-2;0;7580;7580;11075;4390;5833;1920;33;278;12972;45;9;25;200;150
Hylissang;SUPPORT;VIT;MDK;Alvaro;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:31:49;Ivern;Kalista;Tahm_Kench;Azir;Tahm_Kench;Rakan;Win;20;9;3;1;14;2;3;10;4;148;0;0;4.7;9732;306;15.7;50;28;7;11;11;1.57;0.88;0.35;0.22;17.1;7728;1120;6608;0;243;9.9;0.38;60;0;0;0;0;0;1002;82;1224;1;0;1299;1299;6474;0;28626;752;14;542;23143;42;12;29;0;0
Myrwn;TOP;MDK;VIT;Photon;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:31:49;Maokai;Vi;Xayah;Rell;Ahri;Twisted_Fate;Loss;10;2;2;0;15;5;4;1;1.5;224;4;0;7;11441;360;22.1;22;6;10;2;0;0.69;0.19;0.06;0.31;8.4;15735;1242;10218;4275;495;29.6;0.19;60;0;1;0;0;0;-1869;-28;-546;0;0;3340;3340;3654;0;9607;0;16;101;17519;112;4;24;300;50
Elyoya;JUNGLE;MDK;VIT;Daglas;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:31:49;Rumble;Zeri;Rakan;Twisted_Fate;Jarvan_IV;Rell;Loss;10;2;2;0;13;0;4;7;1.8;165;141;0;5.2;8874;279;17.2;52;10;16;10;8;1.63;0.31;0.31;0.5;19.8;9066;7314;998;754;285;17.1;0.22;70;0;0;0;0;0;372;23;725;1;0;0;0;12999;0;34140;0;23;578;29132;104;11;25;0;0
Fresskowy;MID;MDK;VIT;Vetheo;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:31:49;Renata_Glasc;Nautilus;Ahri;Orianna;Azir;Orianna;Loss;10;2;2;0;15;2;4;2;1;263;4;0;8.3;11666;367;22.6;25;15;4;8;7;0.79;0.47;0.25;0.13;9.5;10234;234;9686;314;322;19.3;0.13;40;0;0;0;0;0;555;-12;-74;0;0;1687;1687;1030;0;14920;0;5;182;19977;136;12;28;100;200
Supa;ADCARRY;MDK;VIT;Carzzy;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:31:49;Jinx;Yasuo;Jarvan_IV;Senna;Xayah;Senna;Loss;10;2;2;0;15;3;4;3;1.5;261;24;0;8.2;12536;394;24.2;20;8;5;0;0;0.63;0.25;0;0.16;7.6;12606;12253;0;353;396;23.7;0.19;60;0;0;0;0;0;2506;108;1398;2;0;1057;1057;2694;0;7485;0;12;107;16792;141;1;21;300;200
Alvaro;SUPPORT;MDK;VIT;Hylissang;06.04.2024;2;5;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:31:49;Kalista;Ivern;Azir;Tahm_Kench;Rakan;Tahm_Kench;Loss;10;2;2;0;11;0;4;9;2.3;32;0;0;1;7205;226;13.9;143;89;19;20;18;4.49;2.8;0.63;0.6;54.6;5486;1631;2769;1086;172;10.3;0.28;90;0;0;0;0;0;-1002;-82;-1224;-1;0;0;0;5201;1972;17358;2938;27;115;17891;73;22;36;0;0
Brokenblade;TOP;G2;BDS;Adam;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:40:02;Vi;Draven;Rell;Varus;Sion;Aatrox;Win;20;9;4;1;18;4;2;4;4;224;9;0;5.6;13782;344;18.7;39;20;14;6;5;0.97;0.5;0.15;0.35;12.2;10785;6569;4130;86;269;10.4;0.2;40;0;0;0;0;0;-823;-53;-1664;-1;0;7812;7812;9601;0;89865;0;28;878;32109;22;8;30;450;0
Yike;JUNGLE;G2;BDS;Sheo;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:40:02;Zeri;Twisted_Fate;Jinx;Volibear;Rell;Volibear;Win;20;9;4;1;17;0;3;16;5.3;190;156;0;4.7;12133;303;16.5;57;13;20;13;13;1.42;0.32;0.32;0.5;17.8;5696;749;4479;468;142;5.5;0.4;80;0;0;0;0;0;-431;-2;687;1;1;1005;1005;15302;102;55416;927;23;349;33115;85;15;30;0;0
Caps;MID;G2;BDS;nuc;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:40:02;Nautilus;Kalista;Lulu;Ashe;Aurelion_Sol;Azir;Win;20;9;4;1;18;12;2;7;9.5;352;15;0;8.8;19441;486;26.4;33;16;8;3;3;0.82;0.4;0.07;0.2;10.3;47938;57;46372;1509;1197;46.1;0.47;95;1;1;0;0;1;120;-8;-45;0;0;1999;1999;8176;1867;15723;0;25;1036;27672;95;6;27;100;300
Hans_Sama;ADCARRY;G2;BDS;Ice;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:40:02;Orianna;Neeko;Sion;Azir;Jinx;Varus;Win;20;9;4;1;17;2;2;6;4;415;45;0;10.4;17808;445;24.2;39;17;24;4;4;0.97;0.42;0.1;0.6;12.2;32162;28313;3375;474;803;30.9;0.2;40;0;0;0;0;0;-514;2;-517;-1;0;14984;14984;6477;0;9787;0;11;130;15770;76;5;25;750;650
Mikyx;SUPPORT;G2;BDS;Labrov;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Blue;00:40:02;Taliyah;LeBlanc;Aurelion_Sol;Aatrox;Lulu;Ashe;Win;20;9;4;1;15;2;3;10;4;47;0;0;1.2;10523;263;14.3;152;80;28;17;17;3.8;2;0.42;0.7;47.5;7429;662;5703;1064;186;7.1;0.3;60;0;0;0;0;0;383;7;132;0;0;4908;4908;3397;1173;9691;5872;15;201;15870;67;19;36;150;0
Adam;TOP;BDS;G2;Brokenblade;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:40:02;Draven;Vi;Varus;Rell;Aatrox;Sion;Loss;12;6;2;1;18;3;4;3;1.5;307;36;0;7.7;15900;397;22.2;36;12;6;6;6;0.9;0.3;0.15;0.15;7.9;18231;14774;2478;979;455;19.3;0.15;50;0;0;0;0;0;823;53;1664;1;0;10453;10453;14679;0;28053;0;13;199;40371;172;9;30;0;350
Sheo;JUNGLE;BDS;G2;Yike;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:40:02;Twisted_Fate;Zeri;Volibear;Jinx;Volibear;Rell;Loss;12;6;2;1;16;2;2;5;3.5;229;205;0;5.7;12572;314;17.6;66;10;15;8;8;1.65;0.25;0.2;0.37;14.5;10271;3719;6289;263;257;10.9;0.17;58.3;0;0;0;0;0;431;2;-687;-1;0;227;227;21935;0;66252;0;22;649;47034;48;9;25;0;150
nuc;MID;BDS;G2;Caps;07.04.2024;4;6;v14.6;Spring_Playoffs_24;1;4;5;1;Red;00:40:02;Kalista;Nautilus;Ashe;Lulu;Azir;Aurelion_Sol;Loss;12;6;2;1;18;3;4;4;1.8;352;20;0;8.8;16111;402;22.5;81;28;16;10;9;2.02;0.7;0.25;0.4;17.8;24339;327;22986;1026;608;25.7;0.17;58.3;0;0;0;0;0;-120;8;45;0;0;3298;3298;2326;0;14471;0;12;220;21262;219;15;32;300;500
