Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Odoamne;TOP;GX;FNC;Oscarinin;30.03.2024;1;1;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:27:28;Kalista;Neeko;Rell;Vi;Twisted_Fate;RekSai;Loss;12;3;1;0;14;0;3;4;1.3;205;8;0;7.5;9894;360;21.2;35;11;7;4;3;1.27;0.4;0.15;0.25;16;16717;5727;10878;112;609;20.8;0.15;33.3;0;0;0;0;0;955;8;193;0;0;2964;2964;3369;0;10474;0;48;209;13642;128;5;17;0;50
Peach;JUNGLE;GX;FNC;Razork;30.03.2024;1;1;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:27:28;Orianna;Rumble;Zeri;Azir;Sejuani;Vi;Loss;12;3;1;0;12;0;4;12;3;134;126;0;4.9;7819;285;16.7;39;10;8;8;7;1.42;0.36;0.29;0.29;17.8;8591;4701;3459;431;313;10.7;0.44;100;0;0;0;0;0;263;9;667;0;0;0;0;13868;935;35015;0;21;334;29370;123;10;26;0;0
Jackies;MID;GX;FNC;Humanoid;30.03.2024;1;1;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:27:28;KSante;Varus;Yone;Jinx;Yone;Azir;Loss;12;3;1;0;15;3;3;8;3.7;213;0;0;7.8;10284;374;22;19;11;1;3;2;0.69;0.4;0.11;0.04;8.7;23632;16142;4880;2610;860;29.5;0.4;91.7;0;0;0;0;0;-305;-7;751;1;0;2978;2978;4767;0;22461;0;27;168;23922;87;5;21;100;200
Patrik;ADCARRY;GX;FNC;Noah;30.03.2024;1;1;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:27:28;Renata_Glasc;Rakan;Sejuani;Tahm_Kench;Zeri;Jinx;Loss;12;3;1;0;14;8;2;2;5;255;16;0;9.3;12365;450;26.4;33;12;11;5;4;1.2;0.44;0.18;0.4;15.1;27616;19122;7394;1100;1005;34.4;0.36;83.3;0;4;0;0;0;-59;-4;868;1;0;3993;3993;3452;0;9023;0;5;134;14473;46;6;22;150;800
IgNar;SUPPORT;GX;FNC;Jun;30.03.2024;1;1;v14.6;Spring_Playoffs_24;2;2;3;5;Red;00:27:28;Braum;Nautilus;Twisted_Fate;RekSai;Rell;Tahm_Kench;Loss;12;3;1;0;10;1;6;10;1.8;30;1;0;1.1;6410;233;13.7;93;45;11;10;9;3.39;3.39;0.36;0.4;42.5;3627;413;2672;542;132;4.5;0.4;91.7;0;0;0;0;0;299;-1;-591;-1;0;0;0;355;323;16989;729;24;45;14357;112;12;24;0;0
Wunder;TOP;TH;BDS;Adam;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Blue;00:35:24;Ashe;Senna;Orianna;Zeri;KSante;Twisted_Fate;Loss;6;2;3;0;17;2;3;2;1.3;295;1;0;8.3;12640;357;21.8;56;20;10;6;6;1.58;0.56;0.17;0.28;15.3;7751;6254;656;841;219;20.4;0.11;66.7;0;0;0;0;0;-922;1;177;0;0;1305;1305;1518;0;50759;562;17;3125;23843;73;7;21;50;0
Jankos;JUNGLE;TH;BDS;Sheo;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Blue;00:35:24;Rell;Neeko;Varus;Karma;Volibear;Jax;Loss;6;2;3;0;15;0;2;4;2;196;175;0;5.5;9915;280;17.1;73;12;21;10;10;2.06;0.34;0.28;0.59;20;5360;2905;2001;454;151;14.1;0.11;66.7;0;0;0;0;0;-459;-28;-568;-1;0;0;0;19729;0;41215;0;13;415;34134;10;10;27;0;0
Zwyroo;MID;TH;BDS;nuc;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Blue;00:35:24;Olaf;Azir;Volibear;Jax;Orianna;Karma;Loss;6;2;3;0;17;0;1;3;3;351;12;0;9.9;13279;375;22.9;50;17;7;6;6;1.41;0.48;0.17;0.2;13.7;10559;174;10129;256;298;27.7;0.08;50;0;0;0;0;0;-172;-2;-146;0;0;175;175;575;0;13748;3311;20;421;11856;0;9;24;0;50
Flakked;ADCARRY;TH;BDS;Ice;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Blue;00:35:24;Darius;Renata_Glasc;KSante;Nautilus;Varus;Zeri;Loss;6;2;3;0;16;4;1;0;4;360;16;0;10.2;15079;426;26;66;19;21;6;6;1.86;0.54;0.17;0.59;18.1;10879;8551;2025;303;307;28.6;0.11;66.7;0;1;0;0;0;-582;-24;-648;-1;0;1058;1058;4250;0;15970;0;16;220;9564;0;7;28;100;200
Trymbi;SUPPORT;TH;BDS;Labrov;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Blue;00:35:24;Rakan;Renekton;Alistar;Twisted_Fate;Alistar;Nautilus;Loss;6;2;3;0;11;0;3;4;1.3;36;0;0;1;7159;202;12.3;120;54;17;10;10;3.39;1.53;0.28;0.48;32.9;3525;351;2078;1096;100;9.3;0.11;66.7;0;0;0;0;0;-95;1;123;0;0;0;0;8333;4675;35918;0;25;50;17981;84;13;29;0;0
Adam;TOP;BDS;TH;Wunder;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Red;00:35:24;Senna;Ashe;Zeri;Orianna;Twisted_Fate;KSante;Win;10;7;3;2;18;3;2;3;3;359;26;0;10.1;18455;521;26.6;45;18;7;7;7;1.27;0.51;0.2;0.2;12.6;18799;9972;8330;497;531;25.5;0.17;60;1;0;0;0;0;922;-1;-177;0;0;9624;9624;6843;0;17029;0;35;263;14475;53;10;30;0;50
Sheo;JUNGLE;BDS;TH;Jankos;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Red;00:35:24;Neeko;Rell;Karma;Varus;Jax;Volibear;Win;10;7;3;2;16;2;1;5;7;250;226;0;7.1;12572;355;18.1;77;20;14;9;9;2.18;0.56;0.25;0.4;21.6;6135;4312;1823;0;173;8.3;0.2;70;0;0;0;0;0;459;28;568;1;1;2735;2735;18456;0;20241;0;5;421;30951;39;9;20;50;0
nuc;MID;BDS;TH;Zwyroo;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Red;00:35:24;Azir;Olaf;Jax;Volibear;Karma;Orianna;Win;10;7;3;2;18;0;1;7;7;281;0;0;7.9;12257;346;17.7;37;10;6;8;8;1.05;0.28;0.23;0.17;10.4;16170;575;15503;92;457;21.9;0.2;70;0;0;0;0;0;172;2;146;0;0;1801;1801;1367;265;10470;2920;16;363;9719;53;11;29;0;100
Ice;ADCARRY;BDS;TH;Flakked;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Red;00:35:24;Renata_Glasc;Darius;Nautilus;KSante;Zeri;Varus;Win;10;7;3;2;18;5;0;3;Perfect_KDA;405;19;0;11.4;17831;504;25.7;73;19;26;10;9;2.06;0.54;0.28;0.73;20.4;27216;21804;4790;622;769;36.9;0.23;80;0;0;1;0;0;582;24;648;1;0;2422;2422;2595;0;11598;0;6;125;5847;0;11;33;200;0
Labrov;SUPPORT;BDS;TH;Trymbi;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;1;Red;00:35:24;Renekton;Rakan;Twisted_Fate;Alistar;Nautilus;Alistar;Win;10;7;3;2;13;0;2;8;4;35;0;0;1;8178;231;11.8;125;68;14;19;19;3.53;1.92;0.54;0.4;35;5352;963;3713;676;151;7.3;0.23;80;0;0;0;0;0;95;-1;-123;0;0;61;61;2684;0;23473;0;33;138;13840;33;21;36;0;0
Wunder;TOP;TH;BDS;Adam;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Blue;00:25:03;Ashe;Senna;Orianna;Zeri;Rumble;Olaf;Loss;3;1;1;0;14;1;3;1;0.7;198;8;0;7.9;8050;321;20.9;20;11;2;3;3;0.8;0.44;0.12;0.08;11.6;11043;149;10314;580;441;30.6;0.08;66.7;0;0;0;0;0;43;23;881;1;0;0;0;574;0;12311;0;6;220;12917;83;6;16;200;0
Jankos;JUNGLE;TH;BDS;Sheo;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Blue;00:25:03;Rell;Neeko;Volibear;Karma;Volibear;Viego;Loss;3;1;1;0;12;0;3;1;0.3;135;127;0;5.4;6841;273;17.8;33;12;8;7;7;1.32;0.48;0.28;0.32;19.1;4046;3154;764;128;162;11.2;0.04;33.3;0;0;0;0;0;-611;-32;-1254;-1;0;0;0;12170;0;24861;0;7;408;27052;70;8;21;0;0
Zwyroo;MID;TH;BDS;nuc;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Blue;00:25:03;Jax;Azir;Kalista;Olaf;Orianna;Karma;Loss;3;1;1;0;14;0;3;1;0.3;238;0;0;9.5;9113;364;23.7;21;9;3;3;2;0.84;0.36;0.12;0.12;12.1;10119;269;9766;84;404;28;0.04;33.3;0;0;0;0;0;195;0;-19;0;0;3063;3063;582;0;9183;532;22;305;11752;83;7;20;0;50
Flakked;ADCARRY;TH;BDS;Ice;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Blue;00:25:03;Xin_Zhao;Gragas;Rumble;Nautilus;Kalista;Zeri;Loss;3;1;1;0;13;1;5;2;0.6;227;0;0;9.1;8857;354;23;32;10;12;3;3;1.28;0.4;0.12;0.48;18.5;8472;7788;424;260;338;23.5;0.12;100;1;0;0;0;0;132;-19;-504;0;0;484;484;3126;0;8634;0;11;298;15321;137;4;20;0;0
Trymbi;SUPPORT;TH;BDS;Labrov;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Blue;00:25:03;Vi;Renata_Glasc;Alistar;Viego;Alistar;Nautilus;Loss;3;1;1;0;10;1;4;1;0.5;35;0;0;1.4;5659;226;14.7;67;32;9;5;5;2.67;1.28;0.2;0.36;38.7;2417;303;1680;434;96;6.7;0.08;66.7;0;0;0;0;0;-22;-3;-48;0;0;0;0;3364;2099;18466;625;13;61;13600;71;7;18;200;0
Adam;TOP;BDS;TH;Wunder;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Red;00:25:03;Senna;Ashe;Zeri;Orianna;Olaf;Rumble;Win;18;11;2;1;15;2;2;10;6;202;4;0;8.1;10138;405;18.9;26;10;5;4;4;1.04;0.4;0.16;0.2;12.1;9555;7115;0;2440;381;15.8;0.48;66.7;1;0;0;0;0;-43;-23;-881;-1;0;3303;3303;6441;0;19352;0;9;193;14665;77;6;21;0;200
Sheo;JUNGLE;BDS;TH;Jankos;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Red;00:25:03;Neeko;Rell;Karma;Volibear;Viego;Volibear;Win;18;11;2;1;15;7;0;6;Perfect_KDA;204;169;0;8.1;12287;490;22.9;39;6;8;6;4;1.56;0.24;0.24;0.32;18.2;14530;11890;2262;378;580;24.1;0.52;72.2;1;2;0;0;0;611;32;1254;1;0;5225;5225;21765;0;18144;0;15;228;27297;0;4;15;0;0
nuc;MID;BDS;TH;Zwyroo;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Red;00:25:03;Azir;Jax;Olaf;Kalista;Karma;Orianna;Win;18;11;2;1;16;3;0;12;Perfect_KDA;214;0;0;8.5;10992;439;20.5;23;9;3;5;5;0.92;0.36;0.2;0.12;10.7;17239;787;16257;195;688;28.6;0.6;83.3;0;1;0;0;0;-195;0;19;0;0;5155;5155;531;0;7590;2571;22;326;7133;0;8;22;50;0
Ice;ADCARRY;BDS;TH;Flakked;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Red;00:25:03;Gragas;Xin_Zhao;Nautilus;Rumble;Zeri;Kalista;Win;18;11;2;1;16;5;1;10;15;288;8;0;11.5;12903;515;24.1;34;11;11;4;4;1.36;0.44;0.16;0.44;15.9;15337;10831;4358;148;612;25.4;0.6;83.3;0;1;0;0;0;-132;19;504;0;0;8722;8722;1360;0;7906;0;4;118;8104;38;5;17;0;200
Labrov;SUPPORT;BDS;TH;Trymbi;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;2;Red;00:25:03;Renata_Glasc;Vi;Viego;Alistar;Nautilus;Alistar;Win;18;11;2;1;11;1;0;12;Perfect_KDA;38;0;0;1.5;7278;291;13.6;92;41;13;15;15;3.67;1.64;0.6;0.52;43;3640;730;2590;320;145;6;0.52;72.2;0;0;0;0;0;22;3;48;0;0;158;158;994;0;13391;585;26;94;6373;0;17;28;0;0
Brokenblade;TOP;G2;MDK;Myrwn;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Blue;00:28:06;Rumble;Kalista;Rell;Ahri;RekSai;Udyr;Win;16;11;1;1;16;3;0;7;Perfect_KDA;237;4;0;8.4;11633;414;21;31;19;1;11;9;1.1;0.68;0.39;0.04;14.8;23873;12404;11191;278;850;32.3;0.36;62.5;0;0;0;0;0;369;6;29;0;0;5617;5617;47079;0;60819;0;40;189;62792;0;13;26;50;0
Yike;JUNGLE;G2;MDK;Elyoya;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Blue;00:28:06;Vi;Neeko;Lucian;Jinx;Rell;Rengar;Win;16;11;1;1;13;2;1;11;13;143;137;0;5.1;10077;359;18.2;36;10;5;8;8;1.28;0.36;0.28;0.18;17.2;7895;1247;5978;670;281;10.7;0.46;81.3;0;1;0;0;0;-162;0;239;0;0;785;785;10150;1087;30575;1248;40;480;18701;8;8;22;150;0
Caps;MID;G2;MDK;Fresskowy;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Blue;00:28:06;Nautilus;Azir;Nami;Rakan;Taliyah;Ahri;Win;16;11;1;1;16;4;0;7;Perfect_KDA;264;19;0;9.4;12385;441;22.4;23;11;5;2;2;0.82;0.39;0.07;0.18;11;14496;1180;13144;172;516;19.6;0.39;68.8;1;0;0;0;0;225;1;135;0;0;9079;9079;1146;0;7148;0;25;550;10089;0;4;19;0;0
Hans_Sama;ADCARRY;G2;MDK;Supa;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Blue;00:28:06;Twisted_Fate;Orianna;Taliyah;Rengar;Lucian;Jinx;Win;16;11;1;1;14;6;4;5;2.8;247;6;0;8.8;13536;482;24.4;33;13;8;4;4;1.17;0.46;0.14;0.28;15.8;20630;12930;7000;700;734;27.9;0.39;68.8;0;1;0;0;0;52;14;116;0;0;6005;6005;1738;0;7492;0;4;40;15515;90;6;24;250;450
Mikyx;SUPPORT;G2;MDK;Alvaro;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Blue;00:28:06;Lee_Sin;LeBlanc;RekSai;Udyr;Nami;Rakan;Win;16;11;1;1;12;1;4;12;3.3;26;0;0;0.9;7771;277;14;86;39;11;10;10;3.06;1.39;0.36;0.39;41.1;7025;750;6247;28;250;9.5;0.46;81.3;0;0;0;0;0;-257;1;180;0;0;1687;1687;8389;6937;3667;1704;19;148;10183;57;12;29;0;0
Myrwn;TOP;MDK;G2;Brokenblade;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Red;00:28:06;Kalista;Rumble;Ahri;Rell;Udyr;RekSai;Loss;9;1;2;0;15;1;3;0;0.3;220;0;0;7.8;9570;341;20.4;17;11;1;0;0;0.6;0.39;0;0.04;8.5;36650;10247;25717;686;1304;43.8;0.04;11.1;0;0;0;0;0;-369;-6;-29;0;0;0;0;15757;0;66040;0;63;2547;35369;67;2;23;450;0
Elyoya;JUNGLE;MDK;G2;Yike;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Red;00:28:06;Neeko;Vi;Jinx;Lucian;Rengar;Rell;Loss;9;1;2;0;14;2;4;5;1.8;203;163;0;7.2;9992;356;21.3;40;9;9;6;6;1.42;0.32;0.21;0.32;20;9690;8827;276;587;345;11.6;0.25;77.8;0;0;0;0;0;162;0;-239;0;0;0;0;14749;0;14831;0;14;280;28385;96;6;17;0;150
Fresskowy;MID;MDK;G2;Caps;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Red;00:28:06;Azir;Nautilus;Rakan;Nami;Ahri;Taliyah;Loss;9;1;2;0;15;4;2;3;3.5;257;0;0;9.1;10925;389;23.3;22;8;4;2;2;0.78;0.28;0.07;0.14;11;16619;1178;10218;5223;591;19.9;0.25;77.8;0;1;0;0;0;-225;-1;-135;0;0;1273;1273;2861;0;7689;0;14;76;12520;50;5;21;0;250
Supa;ADCARRY;MDK;G2;Hans_Sama;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Red;00:28:06;Orianna;Twisted_Fate;Rengar;Taliyah;Jinx;Lucian;Loss;9;1;2;0;13;2;4;6;2;240;4;0;8.5;10171;362;21.7;23;7;8;0;0;0.82;0.25;0;0.28;11.5;15569;12518;2185;866;554;18.6;0.28;88.9;0;1;0;0;0;-52;-14;-116;0;0;1209;1209;3201;558;5594;0;13;85;12099;75;2;20;0;50
Alvaro;SUPPORT;MDK;G2;Mikyx;31.03.2024;1;2;v14.6;Spring_Playoffs_24;1;2;3;3;Red;00:28:06;LeBlanc;Lee_Sin;Udyr;RekSai;Rakan;Nami;Loss;9;1;2;0;10;0;3;9;3;25;0;0;0.9;6254;223;13.3;98;54;11;14;14;3.49;1.92;0.5;0.39;49;5079;1146;3177;756;181;6.1;0.32;100;0;0;0;0;0;257;-1;-180;0;0;0;0;3880;1927;16044;1606;17;45;14167;74;16;31;0;0
Myrwn;TOP;MDK;G2;Brokenblade;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Blue;00:31:22;Draven;Rumble;Azir;Jinx;Varus;Twisted_Fate;Loss;13;7;1;1;15;2;7;2;0.6;212;4;0;6.8;10952;349;18.6;36;11;7;1;1;1.15;0.35;0.03;0.22;12.1;12012;9241;2711;60;383;18.4;0.13;30.8;1;0;0;0;0;-1320;-12;-812;-1;0;3112;3112;1349;0;10600;0;16;241;18732;187;2;22;0;0
Elyoya;JUNGLE;MDK;G2;Yike;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Blue;00:31:22;Kalista;Vi;Ivern;Volibear;Ivern;Volibear;Loss;13;7;1;1;14;1;2;10;5.5;138;122;0;4.4;10103;322;17.1;70;31;14;13;10;2.23;0.99;0.41;0.45;23.5;4987;1653;2903;431;159;7.6;0.35;84.6;0;0;0;0;0;-410;-26;-712;-1;0;922;922;4681;448;7990;10879;38;206;9581;8;13;27;200;0
Fresskowy;MID;MDK;G2;Caps;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Blue;00:31:22;Aurelion_Sol;Rell;Varus;Nautilus;Azir;Taliyah;Loss;13;7;1;1;17;3;2;5;4;307;12;0;9.8;14181;452;24;28;14;2;4;4;0.89;0.45;0.13;0.06;9.4;21030;91;20566;373;670;32.2;0.26;61.5;1;0;0;0;0;237;1;-493;0;0;9372;9372;2290;0;10645;0;8;205;12668;52;8;21;200;600
Supa;ADCARRY;MDK;G2;Hans_Sama;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Blue;00:31:22;Yasuo;Braum;Xayah;Taliyah;Xayah;Jinx;Loss;13;7;1;1;16;5;2;3;4;357;57;0;11.4;15323;489;26;27;11;6;3;3;0.86;0.35;0.1;0.19;9.1;21126;20228;586;312;674;32.4;0.26;61.5;0;1;0;0;0;1820;32;1149;1;0;7757;7757;3376;0;8940;0;14;159;13490;45;4;21;0;1100
Alvaro;SUPPORT;MDK;G2;Mikyx;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Blue;00:31:22;Jax;Renata_Glasc;Rakan;Twisted_Fate;Rakan;Nautilus;Loss;13;7;1;1;11;2;2;9;5.5;36;0;0;1.1;8428;269;14.3;137;64;20;17;17;4.37;2.04;0.54;0.64;46;6141;1225;3690;1226;196;9.4;0.35;84.6;0;0;0;0;0;603;0;184;1;0;599;599;5454;1461;19697;2441;22;66;15918;49;19;36;0;150
Brokenblade;TOP;G2;MDK;Myrwn;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Red;00:31:22;Rumble;Draven;Jinx;Azir;Twisted_Fate;Varus;Win;15;9;3;1;17;2;1;9;11;260;4;0;8.3;15022;479;24.2;27;12;9;1;1;0.86;0.38;0.03;0.29;10.3;12048;5725;5686;637;384;21.4;0.35;73.3;0;0;0;0;0;1320;12;812;1;0;11906;11906;6313;0;9976;0;23;214;14717;0;2;21;0;200
Yike;JUNGLE;G2;MDK;Elyoya;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Red;00:31:22;Vi;Kalista;Volibear;Ivern;Volibear;Ivern;Win;15;9;3;1;13;2;4;5;1.8;153;126;0;4.9;10348;330;16.7;52;10;16;10;9;1.66;0.32;0.32;0.51;19.9;6715;4708;1661;346;214;11.9;0.22;46.7;0;0;0;0;0;410;26;712;1;0;786;786;15298;0;33208;0;14;426;35282;117;10;29;550;0
Caps;MID;G2;MDK;Fresskowy;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Red;00:31:22;Rell;Aurelion_Sol;Nautilus;Varus;Taliyah;Azir;Win;15;9;3;1;18;5;1;8;13;301;24;0;9.6;14571;465;23.5;40;12;10;3;3;1.28;0.38;0.1;0.32;15.3;17139;460;16423;256;546;30.4;0.41;86.7;0;0;0;0;0;-237;-1;493;0;0;6222;6222;3524;1769;8308;0;29;694;14460;44;5;19;750;200
Hans_Sama;ADCARRY;G2;MDK;Supa;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Red;00:31:22;Braum;Yasuo;Taliyah;Xayah;Jinx;Xayah;Win;15;9;3;1;16;5;1;3;8;313;24;0;10;14187;452;22.9;30;12;10;2;2;0.96;0.38;0.06;0.32;11.5;16344;15034;803;507;521;29;0.26;53.3;0;0;0;0;0;-1820;-32;-1149;-1;0;8207;8207;4980;0;7860;0;19;85;12665;12;3;18;150;0
Mikyx;SUPPORT;G2;MDK;Alvaro;31.03.2024;1;2;v14.6;Spring_Playoffs_24;2;2;3;4;Red;00:31:22;Renata_Glasc;Jax;Twisted_Fate;Rakan;Nautilus;Rakan;Win;15;9;3;1;12;1;6;5;1;33;0;0;1.1;7914;252;12.8;112;61;12;17;15;3.57;1.94;0.54;0.38;42.9;4137;817;2503;817;132;7.3;0.19;40;0;0;0;0;0;-603;0;-184;-1;0;186;186;1382;512;21773;1038;35;299;16292;77;19;34;400;0
Photon;TOP;VIT;BDS;Adam;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:30:57;Olaf;Rumble;Azir;Xayah;Twisted_Fate;Gnar;Win;15;11;4;2;16;4;2;6;5;236;26;0;7.6;13969;451;22.4;67;18;12;8;8;2.16;0.58;0.26;0.39;22;17770;6508;10399;863;574;22.1;0.32;66.7;0;0;0;0;0;-826;-33;-1985;-1;0;6365;6365;5858;0;13054;0;29;194;18461;61;10;24;0;0
Daglas;JUNGLE;VIT;BDS;Sheo;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:30:57;Orianna;Jayce;Braum;Nautilus;Maokai;Vi;Win;15;11;4;2;15;1;2;14;7.5;172;144;0;5.6;10479;339;16.8;50;10;10;8;8;1.62;0.32;0.26;0.32;16.4;13570;1497;10333;1740;438;16.9;0.48;100;0;0;0;0;0;805;11;601;1;0;95;95;17733;0;26596;0;59;868;30942;77;10;23;0;0
Vetheo;MID;VIT;BDS;nuc;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:30:57;Varus;Kalista;Twisted_Fate;Vi;Azir;Syndra;Win;15;11;4;2;18;2;0;6;Perfect_KDA;330;16;0;10.7;14519;469;23.3;51;17;10;7;7;1.65;0.55;0.23;0.32;16.7;15928;147;15245;536;515;19.8;0.26;53.3;0;0;0;0;0;727;16;1215;0;0;10132;10132;5089;0;13030;0;10;167;14853;0;11;27;50;0
Carzzy;ADCARRY;VIT;BDS;Ice;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:30:57;Jax;Jarvan_IV;Ezreal;Syndra;Ezreal;Xayah;Win;15;11;4;2;15;6;1;5;11;271;24;0;8.8;14286;462;22.9;45;14;12;7;4;1.45;0.45;0.23;0.39;14.8;26827;18927;6974;926;867;33.3;0.36;73.3;0;0;1;0;0;827;-8;-64;0;0;9184;9184;5544;0;5911;0;6;116;11327;33;8;30;50;150
Hylissang;SUPPORT;VIT;BDS;Labrov;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:30:57;Yasuo;Rell;Maokai;Gnar;Braum;Nautilus;Win;15;11;4;2;13;2;2;11;6.5;40;0;0;1.3;9128;295;14.6;92;41;11;12;11;2.97;1.32;0.39;0.36;30.2;6414;838;4338;1238;207;8;0.42;86.7;0;0;0;0;0;666;2;570;0;0;411;411;3309;1136;16414;1789;36;222;18663;37;15;30;0;150
Adam;TOP;BDS;VIT;Photon;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:30:57;Rumble;Olaf;Xayah;Azir;Gnar;Twisted_Fate;Loss;7;4;0;0;17;1;3;5;2;276;4;0;8.9;12222;395;23.1;39;14;9;4;4;1.26;0.45;0.13;0.29;16.7;14479;12094;2311;74;468;23.9;0.19;85.7;1;0;0;0;0;826;33;1985;1;0;5863;5863;4201;0;24763;0;21;443;26221;77;7;24;0;0
Sheo;JUNGLE;BDS;VIT;Daglas;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:30:57;Jayce;Orianna;Nautilus;Braum;Vi;Maokai;Loss;7;4;0;0;13;2;4;3;1.3;145;131;0;4.7;9213;298;17.4;30;7;7;5;5;0.97;0.23;0.16;0.23;12.9;6408;5424;0;984;207;10.6;0.16;71.4;0;0;0;0;0;-805;-11;-601;-1;0;0;0;11211;0;30907;0;21;258;29202;118;5;23;150;0
nuc;MID;BDS;VIT;Vetheo;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:30:57;Kalista;Varus;Vi;Twisted_Fate;Syndra;Azir;Loss;7;4;0;0;16;3;3;3;2;290;1;0;9.4;12701;410;24;22;8;4;5;4;0.71;0.26;0.16;0.13;9.4;24905;799;21483;2623;805;41.1;0.19;85.7;0;0;0;0;0;-727;-16;-1215;0;0;1740;1740;2635;1091;6882;0;29;563;13568;68;7;27;150;50
Ice;ADCARRY;BDS;VIT;Carzzy;01.04.2024;2;3;v14.6;Spring_Playoffs_24;1;3;3;1;Red;00:30:57;Jarvan_IV;Jax;Syndra;Ezreal;Xayah;Ezreal;Loss;7;4;0;0;15;1;1;2;3;313;10;0;10.1;12214;395;23.1;30;12;10;4;3;0.97;0.39;0.13;0.32;12.9;10975;10798;57;120;355;18.1;0.1;42.9;0;0;0;0;0;-827;8;64;0;0;0;0;4700;0;7759;0;9;32;16591;0;7;26;0;50
